,48,49,50
0,0.011734247207641602,0.011845588684082031,0.013051033020019531
1,0.012485027313232422,0.011847257614135742,0.012666702270507812
2,0.011353254318237305,0.01336979866027832,0.015638113021850586
3,0.012373208999633789,0.013433218002319336,0.014357328414916992
4,0.011823415756225586,0.013490676879882812,0.012374162673950195
5,0.01210784912109375,0.011984586715698242,0.013114213943481445
6,0.012157917022705078,0.011825799942016602,0.013250350952148438
7,0.011359691619873047,0.01189422607421875,0.014805793762207031
8,0.014408111572265625,0.011911869049072266,0.014728546142578125
9,0.011328935623168945,0.012261390686035156,0.013660192489624023
10,0.013857841491699219,0.01192617416381836,0.012336969375610352
11,0.011834859848022461,0.013889551162719727,0.014819860458374023
12,0.01168203353881836,0.011896610260009766,0.013655900955200195
13,0.012523889541625977,0.012881755828857422,0.012192487716674805
14,0.011291027069091797,0.012048006057739258,0.012264251708984375
15,0.011397361755371094,0.014424324035644531,0.015183448791503906
16,0.01292276382446289,0.011883258819580078,0.013195991516113281
17,0.011473417282104492,0.01181340217590332,0.012408733367919922
18,0.01136016845703125,0.012876510620117188,0.013477802276611328
19,0.011778831481933594,0.011865854263305664,0.015061140060424805
20,0.011981725692749023,0.011881351470947266,0.014323234558105469
21,0.012111425399780273,0.01342153549194336,0.014246702194213867
22,0.011766195297241211,0.011844873428344727,0.012624502182006836
23,0.011409521102905273,0.011952400207519531,0.012334346771240234
24,0.012763738632202148,0.013079404830932617,0.013242483139038086
25,0.011517524719238281,0.011924266815185547,0.013526678085327148
26,0.014322519302368164,0.011901617050170898,0.01320195198059082
27,0.011395931243896484,0.012000560760498047,0.01298975944519043
28,0.014126062393188477,0.01331639289855957,0.01345205307006836
29,0.011314153671264648,0.012987852096557617,0.013273239135742188
30,0.012272834777832031,0.01302647590637207,0.012759685516357422
31,0.012849569320678711,0.012998104095458984,0.01315164566040039
32,0.012864828109741211,0.012388467788696289,0.015105009078979492
33,0.011338233947753906,0.017384052276611328,0.012283563613891602
34,0.011580705642700195,0.013017654418945312,0.01232147216796875
35,0.012856006622314453,0.011864423751831055,0.01268458366394043
36,0.012336492538452148,0.012840747833251953,0.014746904373168945
37,0.012505054473876953,0.011965513229370117,0.012465476989746094
38,0.011365413665771484,0.012787580490112305,0.012253284454345703
39,0.011619806289672852,0.011937379837036133,0.012333393096923828
40,0.013735294342041016,0.01317286491394043,0.012793302536010742
41,0.014174938201904297,0.01282811164855957,0.013537406921386719
42,0.013277530670166016,0.012485027313232422,0.01236104965209961
43,0.013791084289550781,0.012983560562133789,0.013558626174926758
44,0.011649131774902344,0.012576580047607422,0.013471364974975586
45,0.011667728424072266,0.011899709701538086,0.012358903884887695
46,0.012912273406982422,0.012834787368774414,0.01410818099975586
47,0.012644529342651367,0.011972904205322266,0.01428365707397461
48,0.012726068496704102,0.014443397521972656,0.012296915054321289
49,0.011478662490844727,0.012180805206298828,0.013559818267822266
50,0.012631654739379883,0.01371455192565918,0.01375722885131836
51,0.013132572174072266,0.011912822723388672,0.013362646102905273
52,0.011540651321411133,0.011913299560546875,0.01355290412902832
53,0.013811111450195312,0.012015104293823242,0.013622283935546875
54,0.011307716369628906,0.012955427169799805,0.012559175491333008
55,0.013631582260131836,0.012835264205932617,0.012487173080444336
56,0.011331558227539062,0.013396501541137695,0.01230621337890625
57,0.012452840805053711,0.01192927360534668,0.01230621337890625
58,0.01204991340637207,0.013573169708251953,0.012357473373413086
59,0.011598825454711914,0.012334108352661133,0.013545036315917969
60,0.01341104507446289,0.012906074523925781,0.013523340225219727
61,0.01443028450012207,0.013254165649414062,0.015939712524414062
62,0.01213836669921875,0.012959718704223633,0.015299797058105469
63,0.011388778686523438,0.012540102005004883,0.012535572052001953
64,0.01407313346862793,0.012292861938476562,0.01251530647277832
65,0.012325286865234375,0.014598369598388672,0.014112472534179688
66,0.014197587966918945,0.011948108673095703,0.013522863388061523
67,0.011338949203491211,0.011875391006469727,0.013833761215209961
68,0.012641429901123047,0.01178431510925293,0.013476848602294922
69,0.012460708618164062,0.01238560676574707,0.013671636581420898
70,0.012656688690185547,0.012768268585205078,0.012486696243286133
71,0.01237940788269043,0.013144731521606445,0.013945579528808594
72,0.011237144470214844,0.012231111526489258,0.012284994125366211
73,0.012201786041259766,0.011875629425048828,0.014962434768676758
74,0.012127876281738281,0.012132406234741211,0.012443304061889648
75,0.01133871078491211,0.011870384216308594,0.013404607772827148
76,0.013518333435058594,0.013564109802246094,0.01229405403137207
77,0.01197504997253418,0.011914253234863281,0.013999462127685547
78,0.013309955596923828,0.01190042495727539,0.015465021133422852
79,0.013453483581542969,0.014044523239135742,0.013707637786865234
80,0.011659622192382812,0.015520572662353516,0.012343406677246094
81,0.015182256698608398,0.013855934143066406,0.013656854629516602
82,0.011911869049072266,0.011870145797729492,0.013329267501831055
83,0.011968612670898438,0.013555288314819336,0.015265226364135742
84,0.011725187301635742,0.011983394622802734,0.013546943664550781
85,0.011312484741210938,0.013874292373657227,0.012328147888183594
86,0.011819601058959961,0.013843774795532227,0.012361526489257812
87,0.013420820236206055,0.014434337615966797,0.012540102005004883
88,0.0132598876953125,0.012944459915161133,0.013883590698242188
89,0.011310577392578125,0.015975475311279297,0.012550830841064453
90,0.011390924453735352,0.01335287094116211,0.012517929077148438
91,0.013582229614257812,0.011899232864379883,0.01328277587890625
92,0.01246190071105957,0.01291656494140625,0.012355327606201172
93,0.011467933654785156,0.013457536697387695,0.012490987777709961
94,0.012270212173461914,0.011818170547485352,0.013052225112915039
95,0.013745307922363281,0.01205897331237793,0.01331639289855957
96,0.011404752731323242,0.013437032699584961,0.012247085571289062
97,0.012246131896972656,0.011783599853515625,0.012348175048828125
98,0.011367559432983398,0.013242483139038086,0.012411832809448242
99,0.013409614562988281,0.012943744659423828,0.013541698455810547
100,0.013435840606689453,0.01267552375793457,0.012303352355957031
101,0.012206077575683594,0.012187480926513672,0.012285947799682617
102,0.011912107467651367,0.013363361358642578,0.015498876571655273
103,0.011313199996948242,0.019092559814453125,0.012242794036865234
104,0.011634111404418945,0.022141218185424805,0.012223243713378906
105,0.011481523513793945,0.013538122177124023,0.012246370315551758
106,0.014806985855102539,0.011949539184570312,0.013360977172851562
107,0.012393712997436523,0.012996196746826172,0.012354135513305664
108,0.011444807052612305,0.013240814208984375,0.015275239944458008
109,0.011406898498535156,0.011840105056762695,0.014351367950439453
110,0.011359453201293945,0.012027502059936523,0.013124704360961914
111,0.012203454971313477,0.012707710266113281,0.012299537658691406
112,0.01143336296081543,0.013074636459350586,0.015245676040649414
113,0.012686014175415039,0.013064861297607422,0.012325763702392578
114,0.011368036270141602,0.012370824813842773,0.013593196868896484
115,0.012441158294677734,0.011869668960571289,0.012476921081542969
116,0.011255502700805664,0.011902093887329102,0.014711380004882812
117,0.01145172119140625,0.012829780578613281,0.012207984924316406
118,0.01148533821105957,0.01318049430847168,0.014062643051147461
119,0.012194395065307617,0.012668371200561523,0.013930797576904297
120,0.011861801147460938,0.012003183364868164,0.015391349792480469
121,0.01138162612915039,0.011948823928833008,0.013002157211303711
122,0.012413740158081055,0.011931657791137695,0.01230764389038086
123,0.011384010314941406,0.01197504997253418,0.012312889099121094
124,0.01150202751159668,0.012800931930541992,0.013383626937866211
125,0.011748552322387695,0.012659311294555664,0.012255668640136719
126,0.011357545852661133,0.012871026992797852,0.01233983039855957
127,0.014309167861938477,0.012201070785522461,0.015761852264404297
128,0.011445045471191406,0.013399839401245117,0.013167381286621094
129,0.011565446853637695,0.011795282363891602,0.012320756912231445
130,0.011775732040405273,0.013778924942016602,0.01731586456298828
131,0.011462926864624023,0.011823892593383789,0.0149383544921875
132,0.01239776611328125,0.013446569442749023,0.014863014221191406
133,0.011473417282104492,0.011837244033813477,0.013063430786132812
134,0.012372255325317383,0.012955904006958008,0.012419462203979492
135,0.011533737182617188,0.011835098266601562,0.015409469604492188
136,0.011978626251220703,0.012834548950195312,0.013959407806396484
137,0.011353015899658203,0.014072179794311523,0.012368917465209961
138,0.012269020080566406,0.011946678161621094,0.012276411056518555
139,0.01144266128540039,0.011861324310302734,0.014712810516357422
140,0.012489795684814453,0.01309514045715332,0.012421846389770508
141,0.011495113372802734,0.012838602066040039,0.014539241790771484
142,0.011940240859985352,0.01206350326538086,0.014298200607299805
143,0.011379718780517578,0.01190805435180664,0.012342453002929688
144,0.012407064437866211,0.01485443115234375,0.012354373931884766
145,0.01145172119140625,0.011926412582397461,0.015883207321166992
146,0.011972904205322266,0.011923551559448242,0.01241755485534668
147,0.01134181022644043,0.011913776397705078,0.012385368347167969
148,0.013674497604370117,0.011974096298217773,0.013383626937866211
149,0.011942386627197266,0.014077186584472656,0.01293802261352539
150,0.011385440826416016,0.01199483871459961,0.014212846755981445
